1,6.605615616,52.04264403
2,6.605806053,52.04275944
3,6.605749726,52.04264728
4,6.605752409,52.04282541
5,6.605671942,52.04274129
6,6.605642438,52.04280892
7,6.605347395,52.04267532
8,6.60509795,52.04265553
9,6.606098413,52.04278933
10,6.604848504,52.04263404
11,6.605285704,52.0428304
12,6.60610646,52.0427034
13,6.606248617,52.04271974
14,6.606549025,52.04283864
15,6.605594158,52.04287655
16,6.60603404,52.04260939
17,6.604759991,52.0427429
18,6.60664022,52.0428304
19,6.604985297,52.04258447
20,6.605991125,52.04254011
21,6.606355906,52.04272139
22,6.604899466,52.04256798
23,6.60523206,52.04291451
24,6.606731415,52.04283534
25,6.606508792,52.04272799
26,6.606626809,52.04272634
27,6.604722441,52.04253994
28,6.60597235,52.04245765
29,6.606814563,52.04283534
30,6.6046983,52.04282701
31,6.606892347,52.0428238
32,6.60571754,52.04289468
33,6.604625881,52.0425251
34,6.605564654,52.04294087
35,6.605631709,52.04303817
36,6.604456902,52.04249046
37,6.605599523,52.04310909
38,6.605191827,52.04300852
39,6.605519056,52.0429953
40,6.605524421,52.04320475
41,6.604360342,52.04246902
42,6.604191363,52.04244428
43,6.605465412,52.04309425
44,6.605433226,52.04315528
45,6.604658067,52.04289299
46,6.606988907,52.04271479
47,6.605143547,52.04307779
48,6.604591012,52.04299194
49,6.605395675,52.04321136
50,6.604097486,52.04242284
51,6.605119407,52.04315201
52,6.605358124,52.04327073
53,6.605320573,52.04332351
54,6.606972814,52.0428205
55,6.605076492,52.04319654
56,6.607080102,52.04254326
57,6.605940163,52.04237353
58,6.605269611,52.04337958
59,6.607047916,52.0424542
60,6.605497599,52.04329546
61,6.60454005,52.04305132
62,6.607026458,52.04238988
63,6.604489088,52.04314203
64,6.604448855,52.04320471
65,6.605044305,52.04323943
66,6.607074738,52.04281225
67,6.607281268,52.04280566
68,6.607377827,52.04279906
69,6.607463658,52.04278092
70,6.605918705,52.04229106
71,6.607034505,52.0423272
72,6.605170369,52.04349339
73,6.607541442,52.04278751
74,6.603941918,52.04239645
75,6.605677307,52.04342741
76,6.60587579,52.0422119
77,6.605728269,52.04256317
78,6.603823901,52.04237006
79,6.605846286,52.04213273
80,6.605081856,52.04353792
81,6.60762459,52.04278092
82,6.603671015,52.04234532
83,6.603574455,52.04232883
84,6.607691646,52.04276442
85,6.603402794,52.0422876
86,6.607774794,52.04276112
87,6.60330087,52.04226616
88,6.603164077,52.04223977
89,6.605886519,52.04346039
90,6.605814099,52.04206181
91,6.605690718,52.04246256
92,6.604990661,52.0432988
93,6.60813421,52.04272484
94,6.606004536,52.04347029
95,6.605028212,52.04359894
96,6.605784595,52.04197934
97,6.603056789,52.04222492
301,6.60587579,52.04263409
701,6.605339348,52.04274459
801,6.605132818,52.0427314
1301,6.606229842,52.04264222
1401,6.6065678,52.04292441
1501,6.605484188,52.04283531
1701,6.604851186,52.04276269
1801,6.606650949,52.04292441
1901,6.605060399,52.04249211
2001,6.606114507,52.04252362
2101,6.606326401,52.04264222
2201,6.604942382,52.04247727
2301,6.605154276,52.04289637
2401,6.606723368,52.04292441
2501,6.606503427,52.04265212
2601,6.606610716,52.04264552
2701,6.604786814,52.04244923
2801,6.606076956,52.04245105
2901,6.606806517,52.04291616
3001,6.604784131,52.0428567
3101,6.606886983,52.04290956
3201,6.605830193,52.04290788
3301,6.604682207,52.04243109
3401,6.605441272,52.04291778
3501,6.605760455,52.04306126
3601,6.604518593,52.042408
3701,6.605712176,52.04313218
3801,6.605095267,52.04299533
3901,6.605406404,52.0429788
4001,6.605647803,52.04321795
4101,6.604403258,52.04238326
4201,6.604269147,52.04235852
4301,6.605350077,52.04307446
4401,6.605293751,52.04313384
4501,6.60474658,52.04290948
4601,6.606962085,52.04262738
4701,6.605065763,52.04305965
4801,6.604676843,52.04300679
4901,6.605288386,52.04319156
5001,6.604145766,52.04233543
5101,6.605017483,52.04311738
5201,6.605258882,52.04325754
5301,6.605205238,52.04330537
5401,6.606972814,52.04291286
5501,6.604985297,52.0431751
5601,6.606948674,52.04253667
5701,6.606060863,52.04236199
5801,6.605156958,52.04335814
5901,6.606884301,52.0424509
6001,6.605623663,52.0433235
6101,6.604650021,52.04306287
6201,6.606860161,52.04238493
6301,6.604572237,52.04316017
6401,6.60454005,52.04321625
6501,6.604947746,52.04322128
6601,6.607061327,52.04290956
6701,6.607329547,52.04291616
6801,6.607407331,52.04290627
6901,6.607487798,52.04290132
7001,6.606023312,52.04228282
7101,6.606865525,52.0423305
7201,6.605060399,52.04345215
7301,6.6075629,52.04287658
7401,6.603998244,52.04232058
7501,6.605733633,52.04334494
7601,6.605999172,52.04221025
7701,6.605835557,52.04255327
7801,6.603893638,52.0422942
7901,6.605958939,52.04213108
8001,6.604987979,52.04349669
8101,6.60762459,52.04286833
8201,6.603730023,52.04226286
8301,6.603622735,52.04224307
8401,6.607707739,52.04285843
8501,6.603461802,52.04220513
8601,6.60779357,52.04286008
8701,6.603357196,52.04218534
8801,6.603212357,52.04215895
8901,6.605921388,52.04337463
9001,6.605934799,52.04205191
9101,6.605787277,52.04244936
9201,6.60490483,52.04328396
9301,6.608217359,52.04279246
9401,6.606031359,52.04339772
9501,6.604923606,52.04354616
9601,6.605916023,52.04197439
9701,6.603105069,52.04213586
