1,660560.6053,5204274.944
2,660580.6053,5204275.944
3,660574.9726,5204264.728
4,660575.2409,5204282.541
5,660567.1942,5204274.129
6,660564.2438,5204280.892
7,660534.7395,5204267.532
8,660509.795,5204265.553
9,660609.8413,5204278.933
10,660484.8504,5204263.404
11,660528.5704,5204283.04
12,660610.646,5204270.34
13,660624.8617,5204271.974
14,660654.9025,5204283.864
15,660559.4158,5204287.655
16,660603.404,5204260.939
17,660475.9991,5204274.29
18,660664.022,5204283.04
19,660498.5297,5204258.447
20,660599.1125,5204254.011
21,660635.5906,5204272.139
22,660489.9466,5204256.798
23,660523.206,5204291.451
24,660673.1415,5204283.534
25,660650.8792,5204272.799
26,660662.6809,5204272.634
27,660472.2441,5204253.994
28,660597.235,5204245.765
29,660681.4563,5204283.534
30,660469.83,5204282.701
31,660689.2347,5204282.38
32,660571.754,5204289.468
33,660462.5881,5204252.51
34,660556.4654,5204294.087
35,660563.1709,5204303.817
36,660445.6902,5204249.046
37,660559.9523,5204310.909
38,660519.1827,5204300.852
39,660551.9056,5204299.53
40,660552.4421,5204320.475
41,660436.0342,5204246.902
42,660419.1363,5204244.428
43,660546.5412,5204309.425
44,660543.3226,5204315.528
45,660465.8067,5204289.299
46,660698.8907,5204271.479
47,660514.3547,5204307.779
48,660459.1012,5204299.194
49,660539.5675,5204321.136
50,660409.7486,5204242.284
51,660511.9407,5204315.201
52,660535.8124,5204327.073
53,660532.0573,5204332.351
54,660697.2814,5204282.05
55,660507.6492,5204319.654
56,660708.0102,5204254.326
57,660594.0163,5204237.353
58,660526.9611,5204337.958
59,660704.7916,5204245.42
60,660549.7599,5204329.546
61,660454.005,5204305.132
62,660702.6458,5204238.988
63,660448.9088,5204314.203
64,660444.8855,5204320.471
65,660504.4305,5204323.943
66,660707.4738,5204281.225
67,660728.1268,5204280.566
68,660737.7827,5204279.906
69,660746.3658,5204278.092
70,660591.8705,5204229.106
71,660703.4505,5204232.72
72,660517.0369,5204349.339
73,660754.1442,5204278.751
74,660394.1918,5204239.645
75,660567.7307,5204342.741
76,660587.579,5204221.19
77,660572.8269,5204256.317
78,660382.3901,5204237.006
79,660584.6286,5204213.273
80,660508.1856,5204353.792
81,660762.459,5204278.092
82,660367.1015,5204234.532
83,660357.4455,5204232.883
84,660769.1646,5204276.442
85,660340.2794,5204228.76
86,660777.4794,5204276.112
87,660330.087,5204226.616
88,660316.4077,5204223.977
89,660588.6519,5204346.039
90,660581.4099,5204206.181
91,660569.0718,5204246.256
92,660499.0661,5204329.88
93,660813.421,5204272.484
94,660600.4536,5204347.029
95,660502.8212,5204359.894
96,660578.4595,5204197.934
97,660305.6789,5204222.492
301,660587.579,5204263.409
701,660533.9348,5204274.459
801,660513.2818,5204273.14
1301,660622.9842,5204264.222
1401,660656.78,5204292.441
1501,660548.4188,5204283.531
1701,660485.1186,5204276.269
1801,660665.0949,5204292.441
1901,660506.0399,5204249.211
2001,660611.4507,5204252.362
2101,660632.6401,5204264.222
2201,660494.2382,5204247.727
2301,660515.4276,5204289.637
2401,660672.3368,5204292.441
2501,660650.3427,5204265.212
2601,660661.0716,5204264.552
2701,660478.6814,5204244.923
2801,660607.6956,5204245.105
2901,660680.6517,5204291.616
3001,660478.4131,5204285.67
3101,660688.6983,5204290.956
3201,660583.0193,5204290.788
3301,660468.2207,5204243.109
3401,660544.1272,5204291.778
3501,660576.0455,5204306.126
3601,660451.8593,5204240.8
3701,660571.2176,5204313.218
3801,660509.5267,5204299.533
3901,660540.6404,5204297.88
4001,660564.7803,5204321.795
4101,660440.3258,5204238.326
4201,660426.9147,5204235.852
4301,660535.0077,5204307.446
4401,660529.3751,5204313.384
4501,660474.658,5204290.948
4601,660696.2085,5204262.738
4701,660506.5763,5204305.965
4801,660467.6843,5204300.679
4901,660528.8386,5204319.156
5001,660414.5766,5204233.543
5101,660501.7483,5204311.738
5201,660525.8882,5204325.754
5301,660520.5238,5204330.537
5401,660697.2814,5204291.286
5501,660498.5297,5204317.51
5601,660694.8674,5204253.667
5701,660606.0863,5204236.199
5801,660515.6958,5204335.814
5901,660688.4301,5204245.09
6001,660562.3663,5204332.35
6101,660465.0021,5204306.287
6201,660686.0161,5204238.493
6301,660457.2237,5204316.017
6401,660454.005,5204321.625
6501,660494.7746,5204322.128
6601,660706.1327,5204290.956
6701,660732.9547,5204291.616
6801,660740.7331,5204290.627
6901,660748.7798,5204290.132
7001,660602.3312,5204228.282
7101,660686.5525,5204233.05
7201,660506.0399,5204345.215
7301,660756.29,5204287.658
7401,660399.8244,5204232.058
7501,660573.3633,5204334.494
7601,660599.9172,5204221.025
7701,660583.5557,5204255.327
7801,660389.3638,5204229.42
7901,660595.8939,5204213.108
8001,660498.7979,5204349.669
8101,660762.459,5204286.833
8201,660373.0023,5204226.286
8301,660362.2735,5204224.307
8401,660770.7739,5204285.843
8501,660346.1802,5204220.513
8601,660779.357,5204286.008
8701,660335.7196,5204218.534
8801,660321.2357,5204215.895
8901,660592.1388,5204337.463
9001,660593.4799,5204205.191
9101,660578.7277,5204244.936
9201,660490.483,5204328.396
9301,660821.7359,5204279.246
9401,660603.1359,5204339.772
9501,660492.3606,5204354.616
9601,660591.6023,5204197.439
9701,660310.5069,5204213.586
